project_id,project_ref,gsp,licence_area,technology,mw_installed,mw_export,phase,queue_position,queue_pct,gsp_total_mw,gsp_project_count,firm_date,firm_date,acceptance_date,protections,gsp_fault_constrained,spv_name,spv_postcode,spv_lat,spv_lon,spv_address,spv_county,ecr_flexible,ecr_target_energisation,ecr_mpan,ecr_match_score,ecr_match_type,location_source,ch_company_number,ch_status,ch_incorporated,ch_last_filing,ch_has_charges,ch_charge_count,ch_match_name,ch_match_score,ch_dormant,repd_ref,repd_planning_status,repd_lpa,repd_operator,repd_county,repd_region,repd_postcode,repd_date_refused,repd_date_granted,repd_date_operational,repd_date_construction,repd_match_score,tier,tier_reasons,acq_signal,acq_rationale,last_updated,NESO Countersign Date,Customer Acceptance Date,Obtain Min Info Date,gate_outcome
30,G2-0030,RATCLIFFE ON SOAR 132kV S STN,East Midlands,Solar,9.9,9.9,1.0,39,0.07142857142857142,,,19/02/2026,,01/07/2018,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,--redacted--,LE12 8,52.87732,-1.24955,--Redacted--,data not available,data not available,2026-11-18 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,11310631,active,2018-04-16,2025-12-28,False,0,REDACTED LTD,66.7,False,"repd_ref    C3355
repd_ref     2246
repd_ref      NaN
Name: 1829, dtype: object",Abandoned,South Kesteven,TGC Renewables,Lincolnshire,East Midlands,NG23 5AT,,,,,100.0,RED,planning:Abandoned|spv:active|queue_pct:7%,HIGH,Planning refused but SPV still active and queue position is front-half at RATCLIFFE ON SOAR 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/07/2018,22/06/2018,12/04/2018,Gate 2
31,G2-0031,Indian Queens S.G.P.,South West,Solar,30.0,30,1.0,40,0.05263157894736842,,,30/12/2026,,01/10/2018,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, aura power solar uk 1 limited,TR14 0PL,53.18174,-5.54398,Praze An Beeble,data not available,data not available,2027-03-23 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,11941920,active,2019-04-12,2026-04-11,True,1,AURA POWER SOLAR UK 1 LTD,92.6,False,"repd_ref    C2108
repd_ref     2035
repd_ref      NaN
Name: 1629, dtype: object",Operational,Swindon,Meag,Wiltshire,South West,SN6 7QZ,,,2015-03-31 00:00:00,2015-01-15 00:00:00,100.0,GREEN,planning:operational(2015-03-31)|spv:active|charges:1registered|queue_pct:5%,LOW,GREEN with registered charges at Indian Queens S.G.P. — project is at or near FID. Real competition for grid capacity. A voluntary exit would price near full value; not a distressed opportunity. Track as a competitor.,2026-05-07T19:15:52,06/10/2018,08/08/2018,17/04/2018,Gate 2
32,G2-0032,Exeter Main S.G.P.,South West,Solar,49.9,49.9,1.0,41,0.08333333333333333,,,31/05/2026,,01/04/2019,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, aura power solar uk2 limited,EX15 2NH,50.79418,-3.35268,Clyst Hydon,Devon,data not available,2027-04-12 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,11942574,active,2019-04-12,2025-08-27,True,6,AURA POWER SOLAR UK 2 LTD,90.6,False,"repd_ref    C2407
repd_ref     1335
repd_ref      NaN
Name: 1093, dtype: object",Operational,Wiltshire,Foresight,Wiltshire,South West,SN12 7QP,2014-04-16 00:00:00,,2016-03-31 00:00:00,2015-11-23 00:00:00,100.0,RED,planning:refused(2014-04-16)|planning:operational(2016-03-31)|spv:active|charges:6registered|queue_pct:8%,HIGH,Planning refused but SPV still active and queue position is front-half at Exeter Main S.G.P.. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/04/2019,08/08/2018,27/04/2018,Gate 2
33,G2-0033,Swansea North Grid,South Wales,Wind,30.0,26,1.0,42,0.23529411764705882,,,31/08/2027,,01/12/2018,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,, mynydd fforch dwm wind energy 2021 ltd,SA13 3LG,51.66394,-3.67145,Forch Dwm Road,data not available,data not available,2026-10-26 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,13658788,active,2021-10-04,2025-10-03,False,0,MYNYDD FFORCH DWM WIND ENERGY 2021 LIMITED,95.0,False,"repd_ref    A0255
repd_ref     4064
repd_ref      NaN
Name: 3268, dtype: object",Abandoned,Conwy,Vattenfall,Gwynedd,Wales,,,,,,100.0,RED,planning:Abandoned|spv:active|queue_pct:24%,HIGH,Planning refused but SPV still active and queue position is front-half at Swansea North Grid. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/12/2018,26/02/2024,30/04/2018,Gate 2
34,G2-0034,Uskmouth,South Wales,Solar,50.0,50,1.0,45,0.23076923076923078,,,23/12/2024,,01/08/2018,,,Rush wall solar park limited,NP26 3DX,51.56031,-2.84749,Longlands Farm,Gwent,data not available,2027-01-19 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,10926444,active,2017-08-22,2026-01-10,False,0,RUSH WALL SOLAR PARK LIMITED,100.0,False,"repd_ref     NaN
repd_ref    6071
repd_ref     NaN
Name: 4853, dtype: object",Under Construction,Isle of Anglesey,EDF Energy Renewables,Isle of Anglesey,Wales,LL67,,,,2022-06-01 00:00:00,100.0,GREEN,planning:under_construction(2022-06-01)|spv:active|queue_pct:23%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 50 MW at Uskmouth.",2026-05-07T19:15:52,06/08/2018,24/07/2018,25/06/2018,Gate 2
35,G2-0035,COVENTRY 132kV S STN,East Midlands,Solar,15.0,15,1.0,46,0.058823529411764705,,,31/12/2025,,01/12/2018,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, rainsbrook solar limited,CV21 4PN,52.35432,-1.20212,Kilsby Lane,Northamptonshire,data not available,2026-11-30 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13448009,active,2021-06-09,2025-10-07,False,0,RAINSBROOK SOLAR LIMITED,100.0,False,"repd_ref    C2771
repd_ref     1313
repd_ref      NaN
Name: 1075, dtype: object",Abandoned,Bassetlaw,Kinetica Solar,Nottinghamshire,East Midlands,,,,,,100.0,RED,planning:Abandoned|spv:active|queue_pct:6%,HIGH,Planning refused but SPV still active and queue position is front-half at COVENTRY 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/12/2018,22/11/2018,10/07/2018,Gate 2
36,G2-0036,Alverdiscott S.G.P.,South West,Solar,50.0,50,1.0,47,0.06666666666666667,,,01/09/2026,,01/12/2018,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),TRUE,Coldharbour farm solar park limited,EX18 7NQ,50.89735,-3.98335,Ashreigney,Devon,data not available,2027-01-29 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,09458354,active,2015-02-25,2025-06-09,True,1,COLDHARBOUR FARM SOLAR PARK LIMITED,100.0,False,"repd_ref    C2407
repd_ref     1335
repd_ref      NaN
Name: 1093, dtype: object",Operational,Wiltshire,Foresight,Wiltshire,South West,SN12 7QP,2014-04-16 00:00:00,,2016-03-31 00:00:00,2015-11-23 00:00:00,100.0,RED,planning:refused(2014-04-16)|planning:operational(2016-03-31)|spv:active|charges:1registered|queue_pct:7%,HIGH,Planning refused but SPV still active and queue position is front-half at Alverdiscott S.G.P.. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/12/2018,30/11/2018,17/07/2018,Gate 2
37,G2-0037,Indian Queens S.G.P.,South West,Solar,49.9,49.9,1.0,49,0.10526315789473684,,,25/11/2025,,01/12/2018,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, trerice solar farm ltd,DATA NOT AVAILABLE,50.40721,-4.94881,data not available,data not available,data not available,2027-03-04 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,15586134,active,2024-03-23,2026-03-22,False,0,TRERICE SOLAR FARM LIMITED,91.7,False,"repd_ref    C2407
repd_ref     1335
repd_ref      NaN
Name: 1093, dtype: object",Operational,Wiltshire,Foresight,Wiltshire,South West,SN12 7QP,2014-04-16 00:00:00,,2016-03-31 00:00:00,2015-11-23 00:00:00,100.0,RED,planning:refused(2014-04-16)|planning:operational(2016-03-31)|spv:active|queue_pct:11%,HIGH,Planning refused but SPV still active and queue position is front-half at Indian Queens S.G.P.. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/12/2018,28/11/2018,06/09/2018,Gate 2
38,G2-0038,PORT HAM 132kV S STN,West Midlands,Solar,40.0,40,1.0,50,0.14814814814814814,,,22/01/2026,,01/02/2019,,, eeb41 limited,GL18 1JX,51.90614,-2.40247,data not available,data not available,data not available,2026-09-21 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12170037,active,2019-08-22,2025-08-21,True,1,EEB41 LIMITED,100.0,False,"repd_ref     NaN
repd_ref    9001
repd_ref     NaN
Name: 6478, dtype: object",Abandoned,"Herefordshire, County of",Ersun Westhide SPV Limited,Hereford and Worcester,West Midlands,HR1,,,,,100.0,RED,planning:Abandoned|spv:active|charges:1registered|queue_pct:15%,HIGH,Planning refused but SPV still active and queue position is front-half at PORT HAM 132kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/02/2019,04/02/2019,19/09/2018,Gate 2
39,G2-0039,Uskmouth,South Wales,Solar,20.0,20,1.0,51,0.3076923076923077,,,30/09/2026,,01/04/2019,,,E e b38 limited,NP44 7AR,51.6236,-3.02765,Pentre Bach,data not available,data not available,2027-02-26 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12023102,active,2019-05-29,2025-05-28,True,1,EEB38 LIMITED,92.9,False,"repd_ref     NaN
repd_ref    5462
repd_ref     NaN
Name: 4406, dtype: object",Abandoned,Carmarthenshire,Green Energy UK Direct,Carmarthenshire,Wales,SA17 5YD,,,,,100.0,RED,planning:Abandoned|spv:active|charges:1registered|queue_pct:31%,HIGH,Planning refused but SPV still active and queue position is front-half at Uskmouth. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/04/2019,01/03/2019,19/10/2018,Gate 2
40,G2-0040,Indian Queens S.G.P.,South West,Wind,20.0,20,1.0,52,0.15789473684210525,,,31/05/2028,,01/08/2019,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Evans energy ltd,DATA NOT AVAILABLE,50.39909,-4.93908,Cold Northcott,data not available,data not available,2027-01-19 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,04379385,active,2002-02-22,2026-03-08,False,0,EVANS ENERGY LIMITED,88.9,False,"repd_ref    EN00503
repd_ref       3443
repd_ref        NaN
Name: 2712, dtype: object",Appeal Refused,North Devon,Airtricity Developments (UK) Limited,Devon,South West,,2008-09-04 00:00:00,,,,100.0,RED,planning:refused(2008-09-04)|spv:active|queue_pct:16%,HIGH,Planning refused but SPV still active and queue position is front-half at Indian Queens S.G.P.. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,06/08/2019,11/04/2019,25/10/2018,Gate 2
41,G2-0041,BISHOPS WOOD 132kV S STN,West Midlands,Solar,49.9,49.9,1.0,53,0.09523809523809523,,,10/02/2026,,01/02/2019,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, bf16d bhf solar ltd,SY8 3BZ,52.33373,-2.62371,Brick House Farm,Shropshire,data not available,2026-10-05 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13352424,active,2021-04-22,2026-01-20,False,0,BF16D BHF SOLAR LIMITED,90.5,False,"repd_ref    C3224
repd_ref     1980
repd_ref      NaN
Name: 1575, dtype: object",Planning Permission Expired,Wychavon,Solar Planning,Hereford and Worcester,West Midlands,WR8 9ES,,,,,100.0,GREEN,planning:Planning Permission Expired|spv:active|queue_pct:10%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 50 MW at BISHOPS WOOD 132kV S STN.",2026-05-07T19:15:52,06/02/2019,06/02/2019,07/11/2018,Gate 2
42,G2-0042,Upper Boat,South Wales,Solar,15.0,15,1.0,53,0.11764705882352941,,,31/12/2026,,01/04/2019,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),, caerphilly county borough council,CF83 2TU,51.59294,-3.24415,data not available,data not available,data not available,2026-12-31 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,06771937,active,2008-12-12,2025-12-12,False,0,CAERPHILLY BOROUGH MIND,71.4,False,"repd_ref    B1067
repd_ref     1877
repd_ref      NaN
Name: 1480, dtype: object",Planning Permission Expired,Neath Port Talbot,Private Developer,West Glamorgan,Wales,SA12 9YA,,,,,100.0,GREEN,planning:Planning Permission Expired|spv:active|queue_pct:12%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 15 MW at Upper Boat.",2026-05-07T19:15:52,06/04/2019,28/03/2022,07/11/2018,Gate 2
43,G2-0043,Bridgwater S.G.P.,South West,Solar,40.0,40,1.0,56,0.125,,,21/05/2025,,01/04/2019,,,  eeb 36 limited,TA7 9BQ,51.1251,-2.8223,Land Around Nythe Road,data not available,data not available,2027-01-06 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,12023098,active,2019-05-29,2025-05-28,False,0,EEB36 LIMITED,96.3,False,"repd_ref    C0447
repd_ref     1630
repd_ref      NaN
Name: 1315, dtype: object",Operational,Cornwall,Equitix,Cornwall,South West,PL15 8LY,,,2014-12-10 00:00:00,2014-02-28 00:00:00,100.0,GREEN,planning:operational(2014-12-10)|spv:active|queue_pct:12%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 40 MW at Bridgwater S.G.P..",2026-05-07T19:15:52,06/04/2019,02/04/2019,14/11/2018,Gate 2
44,G2-0044,BISHOPS WOOD 132kV S STN,West Midlands,Dispatchable,5.5,5.5,1.0,57,0.14285714285714285,,,30/03/2026,,06/03/2019,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,,,52.69836,-2.16692,,,,,,0.0,none,gsp,,,,,,,,,,,,,,,,,,,,,0.0,GREY,queue_pct:14%|no_ecr_match|no_repd_match|no_ch_record,MEDIUM,"No public trace but front-half queue position at BISHOPS WOOD 132kV S STN. May be a real Phase 2 project with slow data propagation, or a speculative placeholder. Worth direct outreach to NGED to confirm queue status before investing diligence effort.",2026-05-07T19:15:52,11/03/2019,21/02/2019,21/11/2018,Gate 2
45,G2-0045,Swansea North Grid,South Wales,Solar,25.8,25.8,1.0,58,0.29411764705882354,,,30/04/2027,,30/05/2019,Protection Clause 2a: Additional protection for projects contracted to connect on or before 31st December 2027,, ecap renewables penllergaer limited,SA4 9ED,51.69613,-4.00983,Bryn Bach Road,data not available,data not available,2026-09-18 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13665999,active,2021-10-06,2025-10-14,False,0,ELEMENTS GREEN PENLLERGAER LTD,64.6,False,"repd_ref    C1599
repd_ref     2074
repd_ref      NaN
Name: 1668, dtype: object",Operational,Pembrokeshire,Good Energy Generation,Dyfed,Wales,SA73 3TN,,,2014-10-25 00:00:00,2013-12-19 00:00:00,100.0,GREEN,planning:operational(2014-10-25)|spv:active|queue_pct:29%,MEDIUM,"GREEN (consented, active SPV, good queue) but pre-FID — no registered charges yet. Project is real and progressing but not yet at financial close. A co-development or offtake partnership (Path B) could be attractive to both sides: nuclear baseload + data centre demand provides a stronger bankability case than merchant BESS or solar alone. 26 MW at Swansea North Grid.",2026-05-07T19:15:52,04/06/2019,10/04/2019,30/11/2018,Gate 2
46,G2-0046,FECKENHAM 66 11kV S STN,West Midlands,Solar,35.1,32,1.0,61,0.16666666666666666,,,29/12/2025,,19/08/2019,Protection Clause 1: Projects contracted to connect by end 2026 (CMP435),,Northamptonshire solar 1 ltd,WR8 9JZ,52.04719,-2.13913,Strensham,data not available,data not available,2026-08-27 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12838980,active,2020-08-26,2025-08-23,False,0,NORTHAMPTONSHIRE SOLAR 1 LIMITED,93.3,False,"repd_ref     NaN
repd_ref    9001
repd_ref     NaN
Name: 6478, dtype: object",Abandoned,"Herefordshire, County of",Ersun Westhide SPV Limited,Hereford and Worcester,West Midlands,HR1,,,,,100.0,RED,planning:Abandoned|spv:active|queue_pct:17%,HIGH,Planning refused but SPV still active and queue position is front-half at FECKENHAM 66 11kV S STN. The grid connection offer may survive the planning failure — this is the clearest case for connection inheritance (Path A). Nuclear plant could acquire the SPV and re-apply with a different technology.,2026-05-07T19:15:52,24/08/2019,27/06/2019,15/01/2019,Gate 2
